kern2csv4playerString:  Bar~0@0, B, 4/4, A, 140
Piano, 69, 676.0, 1, 62
Piano, 76, 676.0, 1, 61
Drums, 44, 677.0, 1, 61
Piano, 48, 677.0, 1, 80
Piano, 52, 677.0, 1, 63
Piano, 57, 677.0, 1, 63
Piano, 64, 677.0, 1, 64
Piano, 69, 677.0, 1, 74
Piano, 76, 677.0, 1, 74
Bass, 33, 678.0, 1, 79
Drums, 36, 678.0, 1, 71
Drums, 44, 678.0, 1, 71
Drums, 44, 679.0, 1, 69
Bar~170@680, B, 4/4, A, 140
Bass, 36, 680.0, 1, 80
Drums, 36, 680.0, 1, 77
Drums, 44, 680.0, 1, 76
Drums, 44, 681.0, 1, 62
Bass, 36, 682.0, 1, 62
Drums, 36, 682.0, 1, 73
Drums, 44, 682.0, 1, 77
Drums, 44, 683.0, 1, 70
Bar~171@684, B, 4/4, A, 140
Bass, 36, 684.0, 1, 64
Drums, 36, 684.0, 1, 65
Drums, 44, 684.0, 1, 61
Drums, 44, 685.0, 1, 63
Bass, 36, 686.0, 1, 70
Drums, 36, 686.0, 1, 77
Drums, 44, 686.0, 1, 65
Drums, 44, 687.0, 1, 67
Bar~172@688, B, 4/4, A, 140
Bass, 31, 688.0, 1, 80
Drums, 36, 688.0, 1, 60
Drums, 44, 688.0, 1, 77
Piano, 52, 688.0, 1, 72
Piano, 55, 688.0, 1, 67
Piano, 59, 688.0, 1, 68
Piano, 64, 688.0, 1, 70
Drums, 44, 689.0, 1, 68
Bass, 28, 690.0, 1, 67
Drums, 36, 690.0, 1, 62
Drums, 44, 690.0, 1, 79
Piano, 52, 690.0, 1, 63
Piano, 55, 690.0, 1, 61
Piano, 59, 690.0, 1, 64
Piano, 64, 690.0, 1, 60
Drums, 44, 691.0, 1, 68
Bar~173@692, B, 4/4, A, 140
Bass, 42, 692.0, 1, 66
Drums, 36, 692.0, 1, 79
Drums, 44, 692.0, 1, 79
Piano, 54, 692.0, 1, 69
Piano, 59, 692.0, 1, 60
Piano, 63, 692.0, 1, 61
Piano, 71, 692.0, 1, 71
Piano, 78, 692.0, 1, 70
Piano, 83, 692.0, 1, 72
Drums, 44, 693.0, 1, 71
Piano, 54, 693.0, 1, 65
Piano, 59, 693.0, 1, 78
Piano, 63, 693.0, 1, 64
Piano, 66, 693.0, 1, 73
Bass, 47, 694.0, 1, 77
Drums, 36, 694.0, 1, 65
Drums, 44, 694.0, 1, 78
Drums, 44, 695.0, 1, 61
Bar~174@696, B, 4/4, A, 140
Bass, 40, 696.0, 1, 67
Drums, 36, 696.0, 1, 76
Drums, 44, 696.0, 1, 73
Drums, 44, 697.0, 1, 71
Bass, 33, 698.0, 1, 71
Drums, 36, 698.0, 1, 75
Drums, 44, 698.0, 1, 65
Piano, 52, 698.0, 1, 66
Piano, 57, 698.0, 1, 69
Piano, 61, 698.0, 1, 62
Piano, 69, 698.0, 1, 68
Piano, 76, 698.0, 1, 74
Piano, 81, 698.0, 1, 77
Drums, 44, 699.0, 1, 60
Bar~175@700, B, 4/4, A, 140
Bass, 38, 700.0, 1, 76
Drums, 36, 700.0, 1, 62
Drums, 44, 700.0, 1, 78
Piano, 53, 700.0, 1, 68
Piano, 57, 700.0, 1, 67
Piano, 62, 700.0, 1, 67
Piano, 69, 700.0, 1, 65
Piano, 74, 700.0, 1, 67
Piano, 81, 700.0, 1, 60
Drums, 44, 701.0, 1, 67
Piano, 50, 701.0, 1, 61
Piano, 53, 701.0, 1, 66
Piano, 57, 701.0, 1, 70
Piano, 62, 701.0, 1, 68
Bass, 31, 702.0, 1, 80
Piano, 50, 702.0, 1, 62
Piano, 55, 702.0, 1, 72
Piano, 59, 702.0, 1, 60
Piano, 62, 702.0, 1, 74
Bass, 33, 703.0, 1, 60
Drums, 44, 703.0, 1, 62
Bar~176@704, B, 4/4, A, 140
Bass, 33, 704.0, 1, 74
Drums, 44, 705.0, 1, 62
Bass, 33, 706.0, 1, 62
Drums, 36, 706.0, 1, 72
Drums, 44, 706.0, 1, 63
Piano, 60, 706.0, 1, 78
Piano, 64, 706.0, 1, 61
Piano, 69, 706.0, 1, 61
Piano, 76, 706.0, 1, 79
Drums, 44, 707.0, 1, 61
Piano, 48, 707.0, 1, 63
Piano, 52, 707.0, 1, 71
Piano, 57, 707.0, 1, 74
Piano, 64, 707.0, 1, 78
Piano, 69, 707.0, 1, 63
Piano, 76, 707.0, 1, 77
Bar~177@708, B, 4/4, A, 140
Bass, 45, 708.0, 1, 73
Drums, 36, 708.0, 1, 71
Drums, 44, 708.0, 1, 63
Piano, 48, 708.0, 1, 72
Piano, 52, 708.0, 1, 77
Piano, 57, 708.0, 1, 68
Piano, 64, 708.0, 1, 70
Piano, 69, 708.0, 1, 63
Piano, 76, 708.0, 1, 72
Drums, 44, 709.0, 1, 77
Piano, 48, 709.0, 1, 80
Piano, 52, 709.0, 1, 74
Piano, 57, 709.0, 1, 79
Piano, 64, 709.0, 1, 69
Piano, 69, 709.0, 1, 80
Piano, 76, 709.0, 1, 79
Bass, 33, 710.0, 1, 77
Drums, 36, 710.0, 1, 65
Drums, 44, 710.0, 1, 75
Drums, 44, 711.0, 1, 74
Bar~178@712, B, 4/4, A, 140
Bass, 36, 712.0, 1, 74
Drums, 36, 712.0, 1, 75
Drums, 44, 712.0, 1, 76
Drums, 44, 713.0, 1, 62
Bass, 36, 714.0, 1, 66
Drums, 36, 714.0, 1, 72
Drums, 44, 714.0, 1, 79
Piano, 60, 714.0, 1, 66
Piano, 64, 714.0, 1, 67
Piano, 67, 714.0, 1, 69
Piano, 72, 714.0, 1, 80
Drums, 44, 715.0, 1, 60
Piano, 52, 715.0, 1, 73
Piano, 60, 715.0, 1, 74
Piano, 67, 715.0, 1, 72
Piano, 72, 715.0, 1, 66
Piano, 79, 715.0, 1, 64
Bar~179@716, B, 4/4, A, 140
Bass, 36, 716.0, 1, 61
Drums, 36, 716.0, 1, 67
Drums, 44, 716.0, 1, 77
Piano, 52, 716.0, 1, 63
Piano, 60, 716.0, 1, 70
Piano, 67, 716.0, 1, 75
Piano, 72, 716.0, 1, 64
Piano, 79, 716.0, 1, 71
Drums, 44, 717.0, 1, 80
Piano, 52, 717.0, 1, 72
Piano, 60, 717.0, 1, 76
Piano, 67, 717.0, 1, 66
Piano, 72, 717.0, 1, 67
Piano, 79, 717.0, 1, 73
Bass, 43, 718.0, 1, 72
Drums, 36, 718.0, 1, 68
Drums, 44, 718.0, 1, 74
Drums, 44, 719.0, 1, 78
Bar~180@720, B, 4/4, A, 140
Bass, 35, 720.0, 1, 70
Drums, 36, 720.0, 1, 69
Drums, 44, 720.0, 1, 75
Drums, 44, 721.0, 1, 68
Bass, 28, 722.0, 1, 61
Drums, 36, 722.0, 1, 62
Drums, 44, 722.0, 1, 61
Piano, 52, 722.0, 1, 80
Piano, 55, 722.0, 1, 70
Piano, 59, 722.0, 1, 69
Piano, 64, 722.0, 1, 75
Drums, 44, 723.0, 1, 62
Bar~181@724, B, 4/4, A, 140
Bass, 35, 724.0, 1, 72
Drums, 36, 724.0, 1, 64
Drums, 44, 724.0, 1, 71
Piano, 54, 724.0, 1, 78
Piano, 59, 724.0, 1, 76
Piano, 63, 724.0, 1, 73
Piano, 71, 724.0, 1, 74
Piano, 78, 724.0, 1, 66
Piano, 83, 724.0, 1, 79
Drums, 44, 725.0, 1, 79
Piano, 51, 725.0, 1, 64
Piano, 54, 725.0, 1, 61
Piano, 59, 725.0, 1, 80
Piano, 66, 725.0, 1, 74
Bass, 35, 726.0, 1, 74
Drums, 36, 726.0, 1, 63
Drums, 44, 726.0, 1, 73
Drums, 44, 727.0, 1, 61
Bar~182@728, B, 4/4, A, 140
Bass, 40, 728.0, 1, 70
Drums, 36, 728.0, 1, 68
Drums, 44, 728.0, 1, 69
Drums, 44, 729.0, 1, 72
Bass, 45, 730.0, 1, 75
Drums, 36, 730.0, 1, 75
Drums, 44, 730.0, 1, 76
Piano, 52, 730.0, 1, 60
Piano, 57, 730.0, 1, 79
Piano, 61, 730.0, 1, 67
Piano, 69, 730.0, 1, 70
Piano, 76, 730.0, 1, 65
Piano, 81, 730.0, 1, 66
Drums, 44, 731.0, 1, 62
Piano, 52, 731.0, 1, 68
Piano, 57, 731.0, 1, 64
Piano, 61, 731.0, 1, 68
Piano, 64, 731.0, 1, 78
Bar~183@732, B, 4/4, A, 140
Bass, 38, 732.0, 1, 70
Drums, 36, 732.0, 1, 78
Drums, 44, 732.0, 1, 80
Piano, 53, 732.0, 1, 75
Piano, 57, 732.0, 1, 73
Piano, 62, 732.0, 1, 75
Piano, 69, 732.0, 1, 78
Drums, 44, 733.0, 1, 74
Piano, 53, 733.0, 1, 67
Piano, 57, 733.0, 1, 65
Piano, 62, 733.0, 1, 76
Piano, 69, 733.0, 1, 76
Bass, 31, 734.0, 1, 66
Drums, 44, 734.0, 1, 66
Piano, 55, 734.0, 1, 78
Piano, 59, 734.0, 1, 74
Piano, 62, 734.0, 1, 76
Piano, 67, 734.0, 1, 69
Bass, 38, 735.0, 1, 76
Drums, 44, 735.0, 1, 61
Bar~184@736, B, 4/4, A, 140
Bass, 36, 736.0, 1, 75
Drums, 44, 737.0, 1, 76
Bass, 36, 738.0, 1, 67
Drums, 36, 738.0, 1, 74
Piano, 60, 738.0, 1, 67
Piano, 64, 738.0, 1, 75
Piano, 67, 738.0, 1, 64
Piano, 72, 738.0, 1, 64
Bass, 36, 739.0, 1, 76
Drums, 44, 739.0, 1, 72
Bar~185@740, B, 4/4, A, 140
Bass, 36, 740.0, 1, 72
Drums, 36, 740.0, 1, 64
Piano, 60, 740.0, 1, 69
Piano, 64, 740.0, 1, 67
Piano, 67, 740.0, 1, 75
Piano, 72, 740.0, 1, 70
Drums, 44, 741.0, 1, 75
Piano, 52, 741.0, 1, 71
Piano, 60, 741.0, 1, 62
Piano, 67, 741.0, 1, 64
Piano, 72, 741.0, 1, 63
Piano, 79, 741.0, 1, 74
Bass, 36, 742.0, 1, 70
Drums, 36, 742.0, 1, 75
Drums, 44, 743.0, 1, 69
Bar~186@744, B, 4/4, A, 140
Bass, 35, 744.0, 1, 64
Drums, 36, 744.0, 1, 61
Drums, 44, 745.0, 1, 73
Bass, 35, 746.0, 1, 69
Drums, 36, 746.0, 1, 75
Piano, 50, 746.0, 1, 73
Piano, 59, 746.0, 1, 63
Piano, 65, 746.0, 1, 67
Piano, 71, 746.0, 1, 74
Piano, 77, 746.0, 1, 74
Drums, 44, 747.0, 1, 79
Bar~187@748, B, 4/4, A, 140
Bass, 28, 748.0, 1, 67
Drums, 36, 748.0, 1, 78
Piano, 47, 748.0, 1, 65
Piano, 52, 748.0, 1, 72
Piano, 56, 748.0, 1, 66
Piano, 64, 748.0, 1, 77
Piano, 71, 748.0, 1, 61
Piano, 76, 748.0, 1, 67
Drums, 44, 749.0, 1, 67
Piano, 56, 749.0, 1, 64
Piano, 64, 749.0, 1, 64
Piano, 71, 749.0, 1, 68
Piano, 76, 749.0, 1, 78
Piano, 83, 749.0, 1, 77
Bass, 28, 750.0, 1, 71
Drums, 36, 750.0, 1, 65
Drums, 44, 751.0, 1, 70
Bar~188@752, B, 4/4, A, 140
Bass, 36, 752.0, 1, 75
Drums, 36, 752.0, 1, 79
Drums, 44, 753.0, 1, 63
Bass, 45, 754.0, 1, 61
Drums, 36, 754.0, 1, 78
Piano, 48, 754.0, 1, 69
Piano, 52, 754.0, 1, 60
Piano, 57, 754.0, 1, 66
Piano, 64, 754.0, 1, 70
Piano, 69, 754.0, 1, 61
Piano, 76, 754.0, 1, 78
Drums, 44, 755.0, 1, 77
Bar~189@756, B, 4/4, A, 140
Bass, 33, 756.0, 1, 71
Drums, 36, 756.0, 1, 64
Piano, 48, 756.0, 1, 67
Piano, 52, 756.0, 1, 72
Piano, 57, 756.0, 1, 70
Piano, 64, 756.0, 1, 66
Piano, 69, 756.0, 1, 63
Piano, 76, 756.0, 1, 79
Drums, 44, 757.0, 1, 76
Bass, 33, 758.0, 1, 78
Drums, 36, 758.0, 1, 79
Drums, 44, 759.0, 1, 76
Bar~190@760, B, 4/4, A, 140
Bass, 31, 760.0, 1, 69
Drums, 36, 760.0, 1, 70
Drums, 44, 761.0, 1, 74
Bass, 31, 762.0, 1, 70
Drums, 36, 762.0, 1, 60
Piano, 58, 762.0, 1, 64
Piano, 62, 762.0, 1, 76
Piano, 67, 762.0, 1, 66
Piano, 74, 762.0, 1, 74
Bass, 34, 763.0, 1, 64
Drums, 44, 763.0, 1, 74
Bar~191@764, B, 4/4, A, 140
Bass, 43, 764.0, 1, 63
Drums, 36, 764.0, 1, 78
Piano, 55, 764.0, 1, 62
Piano, 60, 764.0, 1, 67
Piano, 64, 764.0, 1, 62
Piano, 67, 764.0, 1, 63
Drums, 44, 765.0, 1, 71
Piano, 55, 765.0, 1, 62
Piano, 60, 765.0, 1, 64
Piano, 64, 765.0, 1, 79
Piano, 67, 765.0, 1, 79
Bass, 48, 766.0, 1, 60
Drums, 36, 766.0, 1, 68
Drums, 44, 767.0, 1, 64
Bar~192@768, B, 4/4, A, 140
Bass, 41, 768.0, 1, 79
Drums, 36, 768.0, 1, 68
Drums, 44, 769.0, 1, 79
Bass, 29, 770.0, 1, 71
Drums, 36, 770.0, 1, 73
Drums, 44, 771.0, 1, 60
Bar~193@772, B, 4/4, A, 140
Bass, 38, 772.0, 1, 72
Drums, 36, 772.0, 1, 61
Drums, 44, 773.0, 1, 73
Bass, 38, 774.0, 1, 66
Drums, 36, 774.0, 1, 68
Drums, 44, 775.0, 1, 65
Bar~194@776, B, 4/4, A, 140
Bass, 33, 776.0, 1, 75
Drums, 36, 776.0, 1, 72
Drums, 44, 777.0, 1, 71
Bass, 33, 778.0, 1, 72
Drums, 36, 778.0, 1, 61
Drums, 44, 779.0, 1, 73
Bar~195@780, B, 4/4, A, 140
Bass, 38, 780.0, 1, 63
Drums, 36, 780.0, 1, 79
Drums, 44, 781.0, 1, 60
Bass, 38, 782.0, 1, 72
Drums, 36, 782.0, 1, 69
Drums, 44, 783.0, 1, 80
Bar~196@784, B, 4/4, A, 140
Bass, 33, 784.0, 1, 68
Drums, 36, 784.0, 1, 80
Drums, 44, 785.0, 1, 65
Bass, 33, 786.0, 1, 75
Drums, 36, 786.0, 1, 71
Piano, 60, 786.0, 1, 72
Piano, 64, 786.0, 1, 67
Piano, 69, 786.0, 1, 77
Piano, 76, 786.0, 1, 70
Drums, 44, 787.0, 1, 76
Piano, 48, 787.0, 1, 78
Piano, 52, 787.0, 1, 75
Piano, 57, 787.0, 1, 69
Piano, 64, 787.0, 1, 79
Piano, 69, 787.0, 1, 78
Piano, 76, 787.0, 1, 67
Bar~197@788, B, 4/4, A, 140
Bass, 38, 788.0, 1, 78
Drums, 36, 788.0, 1, 64
Piano, 50, 788.0, 1, 78
Piano, 59, 788.0, 1, 73
Piano, 65, 788.0, 1, 61
Piano, 71, 788.0, 1, 68
Piano, 77, 788.0, 1, 77
Drums, 44, 789.0, 1, 72
Piano, 50, 789.0, 1, 60
Piano, 59, 789.0, 1, 75
Piano, 65, 789.0, 1, 76
Piano, 71, 789.0, 1, 76
Piano, 77, 789.0, 1, 69
Bass, 40, 790.0, 1, 64
Drums, 36, 790.0, 1, 73
Drums, 44, 791.0, 1, 68
Bar~198@792, B, 4/4, A, 140
Bass, 33, 792.0, 1, 69
Drums, 36, 792.0, 1, 65
Drums, 44, 793.0, 1, 68
Bass, 36, 794.0, 1, 68
Drums, 36, 794.0, 1, 80
Drums, 44, 795.0, 1, 76
Bar~199@796, B, 4/4, A, 140
Bass, 31, 796.0, 1, 62
Drums, 36, 796.0, 1, 67
Drums, 44, 797.0, 1, 76
Bass, 31, 798.0, 1, 68
Piano, 55, 798.0, 1, 80
Piano, 59, 798.0, 1, 67
Piano, 62, 798.0, 1, 71
Piano, 67, 798.0, 1, 75
Bass, 35, 799.0, 1, 63
Drums, 44, 799.0, 1, 73
Bar~200@800, B, 4/4, A, 140
Bass, 36, 800.0, 1, 80
Drums, 44, 801.0, 1, 74
Bass, 48, 802.0, 1, 72
Drums, 36, 802.0, 1, 68
Drums, 44, 802.0, 1, 67
Piano, 55, 802.0, 1, 63
Piano, 60, 802.0, 1, 74
Piano, 64, 802.0, 1, 76
Piano, 72, 802.0, 1, 72
Piano, 79, 802.0, 1, 71
Piano, 84, 802.0, 1, 74
Drums, 44, 803.0, 1, 77
Piano, 52, 803.0, 1, 69
Piano, 55, 803.0, 1, 72
Piano, 60, 803.0, 1, 62
Piano, 67, 803.0, 1, 70
Bar~201@804, B, 4/4, A, 140
Bass, 41, 804.0, 1, 64
Drums, 36, 804.0, 1, 73
Drums, 44, 804.0, 1, 80
Piano, 57, 804.0, 1, 61
Piano, 60, 804.0, 1, 69
Piano, 65, 804.0, 1, 75
Piano, 72, 804.0, 1, 71
Drums, 44, 805.0, 1, 69
Piano, 57, 805.0, 1, 76
Piano, 60, 805.0, 1, 70
Piano, 65, 805.0, 1, 79
Piano, 72, 805.0, 1, 77
Bass, 29, 806.0, 1, 63
Drums, 36, 806.0, 1, 61
Drums, 44, 806.0, 1, 61
Drums, 44, 807.0, 1, 72
Bar~202@808, B, 4/4, A, 140
Bass, 36, 808.0, 1, 71
Drums, 36, 808.0, 1, 61
Drums, 44, 808.0, 1, 65
Drums, 44, 809.0, 1, 70
Bass, 36, 810.0, 1, 64
Drums, 36, 810.0, 1, 70
Drums, 44, 810.0, 1, 79
Piano, 48, 810.0, 1, 63
Piano, 52, 810.0, 1, 62
Piano, 55, 810.0, 1, 80
Piano, 60, 810.0, 1, 73
Bass, 43, 811.0, 1, 61
Drums, 44, 811.0, 1, 64
Piano, 48, 811.0, 1, 62
Piano, 52, 811.0, 1, 69
Piano, 55, 811.0, 1, 65
Piano, 60, 811.0, 1, 66
Bar~203@812, B, 4/4, A, 140
Bass, 31, 812.0, 1, 69
Drums, 36, 812.0, 1, 64
Drums, 44, 812.0, 1, 71
Piano, 55, 812.0, 1, 70
Piano, 60, 812.0, 1, 61
Piano, 64, 812.0, 1, 71
Piano, 67, 812.0, 1, 70
Drums, 44, 813.0, 1, 62
Piano, 55, 813.0, 1, 60
Piano, 60, 813.0, 1, 76
Piano, 64, 813.0, 1, 79
Piano, 67, 813.0, 1, 65
Bass, 36, 814.0, 1, 78
Drums, 36, 814.0, 1, 78
Drums, 44, 814.0, 1, 76
Drums, 44, 815.0, 1, 69
Bar~204@816, B, 4/4, A, 140
Bass, 43, 816.0, 1, 68
Drums, 36, 816.0, 1, 62
Drums, 44, 816.0, 1, 69
Piano, 55, 816.0, 1, 69
Piano, 58, 816.0, 1, 60
Piano, 62, 816.0, 1, 74
Piano, 67, 816.0, 1, 67
Drums, 44, 817.0, 1, 68
Piano, 55, 817.0, 1, 71
Piano, 58, 817.0, 1, 74
Piano, 62, 817.0, 1, 75
Piano, 67, 817.0, 1, 60
Bass, 31, 818.0, 1, 66
Drums, 36, 818.0, 1, 71
Drums, 44, 818.0, 1, 75
Drums, 44, 819.0, 1, 76
Bar~205@820, B, 4/4, A, 140
Bass, 36, 820.0, 1, 64
Drums, 36, 820.0, 1, 72
Drums, 44, 820.0, 1, 63
Drums, 44, 821.0, 1, 68
Bass, 36, 822.0, 1, 72
Drums, 36, 822.0, 1, 73
Drums, 44, 822.0, 1, 77
Drums, 44, 823.0, 1, 71
Bar~206@824, B, 4/4, A, 140
Bass, 29, 824.0, 1, 72
Drums, 36, 824.0, 1, 77
Drums, 44, 824.0, 1, 75
Piano, 53, 824.0, 1, 74
Piano, 57, 824.0, 1, 77
Piano, 60, 824.0, 1, 65
Piano, 65, 824.0, 1, 66
Drums, 44, 825.0, 1, 72
Piano, 53, 825.0, 1, 68
Piano, 57, 825.0, 1, 65
Piano, 60, 825.0, 1, 70
Piano, 65, 825.0, 1, 79
Bass, 41, 826.0, 1, 64
Drums, 36, 826.0, 1, 74
Drums, 44, 826.0, 1, 76
Drums, 44, 827.0, 1, 72
Bar~207@828, B, 4/4, A, 140
Bass, 36, 828.0, 1, 65
Drums, 36, 828.0, 1, 80
Drums, 44, 828.0, 1, 68
Drums, 44, 829.0, 1, 64
Bass, 29, 830.0, 1, 64
Drums, 36, 830.0, 1, 70
Drums, 44, 830.0, 1, 76
Drums, 44, 831.0, 1, 66
Bar~208@832, B, 4/4, A, 140
Bass, 38, 832.0, 1, 75
Drums, 36, 832.0, 1, 79
Drums, 44, 832.0, 1, 71
Drums, 44, 833.0, 1, 78
Bass, 38, 834.0, 1, 76
Drums, 36, 834.0, 1, 68
Drums, 44, 834.0, 1, 75
Drums, 44, 835.0, 1, 67
Bar~209@836, B, 4/4, A, 140
Bass, 43, 836.0, 1, 69
Drums, 36, 836.0, 1, 74
Drums, 44, 836.0, 1, 65
Drums, 44, 837.0, 1, 79
Bass, 43, 838.0, 1, 67
Drums, 36, 838.0, 1, 73
Drums, 44, 838.0, 1, 69
Drums, 44, 839.0, 1, 70
Bar~210@840, B, 4/4, A, 140
Bass, 36, 840.0, 1, 80
Drums, 36, 840.0, 1, 61
Drums, 44, 840.0, 1, 68
Drums, 44, 841.0, 1, 70
Bass, 36, 842.0, 1, 76
Drums, 36, 842.0, 1, 72
Drums, 44, 842.0, 1, 64
Drums, 44, 843.0, 1, 67
Bar~211@844, B, 4/4, A, 140
Bass, 36, 844.0, 1, 65
Drums, 36, 844.0, 1, 65
Drums, 44, 844.0, 1, 79
Drums, 44, 845.0, 1, 63
Bass, 36, 846.0, 1, 65
Drums, 36, 846.0, 1, 71
Drums, 44, 846.0, 1, 64
Drums, 44, 847.0, 1, 63
Bar~212@848, B, 4/4, A, 140
Bass, 30, 848.0, 1, 72
Drums, 36, 848.0, 1, 72
Drums, 44, 848.0, 1, 77
Piano, 54, 848.0, 1, 73
Piano, 57, 848.0, 1, 60
Piano, 66, 848.0, 1, 62
Piano, 72, 848.0, 1, 62
Drums, 44, 849.0, 1, 61
Bass, 30, 850.0, 1, 74
Drums, 36, 850.0, 1, 76
Drums, 44, 850.0, 1, 67
Drums, 44, 851.0, 1, 79
Piano, 57, 851.0, 1, 63
Piano, 66, 851.0, 1, 70
Piano, 72, 851.0, 1, 67
Piano, 78, 851.0, 1, 61
Piano, 84, 851.0, 1, 64
Bar~213@852, B, 4/4, A, 140
Bass, 42, 852.0, 1, 75
Drums, 36, 852.0, 1, 62
Drums, 44, 852.0, 1, 70
Piano, 54, 852.0, 1, 80
Piano, 59, 852.0, 1, 78
Piano, 63, 852.0, 1, 73
Piano, 71, 852.0, 1, 66
Piano, 78, 852.0, 1, 61
Piano, 83, 852.0, 1, 77
Drums, 44, 853.0, 1, 68
Piano, 51, 853.0, 1, 74
Piano, 54, 853.0, 1, 70
Piano, 59, 853.0, 1, 60
Piano, 66, 853.0, 1, 80
Bass, 30, 854.0, 1, 80
Drums, 36, 854.0, 1, 73
Drums, 44, 854.0, 1, 65
Drums, 44, 855.0, 1, 79
Bar~214@856, B, 4/4, A, 140
Bass, 35, 856.0, 1, 75
Drums, 36, 856.0, 1, 77
Drums, 44, 856.0, 1, 77
Piano, 55, 856.0, 1, 67
Piano, 59, 856.0, 1, 63
Piano, 64, 856.0, 1, 73
Piano, 71, 856.0, 1, 75
Piano, 76, 856.0, 1, 69
Piano, 83, 856.0, 1, 68
Drums, 44, 857.0, 1, 78
Bass, 33, 858.0, 1, 64
Drums, 36, 858.0, 1, 70
Drums, 44, 858.0, 1, 80
Drums, 44, 859.0, 1, 73
Piano, 57, 859.0, 1, 77
Piano, 61, 859.0, 1, 63
Piano, 64, 859.0, 1, 74
Piano, 69, 859.0, 1, 61
Bar~215@860, B, 4/4, A, 140
Bass, 38, 860.0, 1, 60
Drums, 36, 860.0, 1, 76
Drums, 44, 860.0, 1, 71
Piano, 53, 860.0, 1, 62
Piano, 57, 860.0, 1, 62
Piano, 62, 860.0, 1, 64
Piano, 69, 860.0, 1, 68
Piano, 74, 860.0, 1, 76
Piano, 81, 860.0, 1, 72
Drums, 44, 861.0, 1, 65
Piano, 50, 861.0, 1, 77
Piano, 53, 861.0, 1, 73
Piano, 57, 861.0, 1, 63
Piano, 62, 861.0, 1, 80
Bass, 43, 862.0, 1, 62
Drums, 44, 862.0, 1, 74
Piano, 50, 862.0, 1, 63
Piano, 55, 862.0, 1, 70
Piano, 59, 862.0, 1, 72
Piano, 62, 862.0, 1, 60
Bass, 47, 863.0, 1, 71
Drums, 44, 863.0, 1, 69
Bar~216@864, B, 4/4, A, 140
Bass, 33, 864.0, 1, 74
Drums, 44, 865.0, 1, 70
Bass, 33, 866.0, 1, 67
Drums, 36, 866.0, 1, 68
Drums, 44, 866.0, 1, 80
Drums, 44, 867.0, 1, 68
Piano, 60, 867.0, 1, 79
Piano, 64, 867.0, 1, 72
Piano, 69, 867.0, 1, 69
Piano, 76, 867.0, 1, 66
Bar~217@868, B, 4/4, A, 140
Bass, 31, 868.0, 1, 69
Drums, 36, 868.0, 1, 69
Drums, 44, 868.0, 1, 72
Piano, 48, 868.0, 1, 68
Piano, 52, 868.0, 1, 61
Piano, 57, 868.0, 1, 80
Piano, 64, 868.0, 1, 75
Piano, 69, 868.0, 1, 79
Piano, 76, 868.0, 1, 77
Drums, 44, 869.0, 1, 76
Piano, 48, 869.0, 1, 70
Piano, 52, 869.0, 1, 61
Piano, 57, 869.0, 1, 65
Piano, 64, 869.0, 1, 76
Piano, 69, 869.0, 1, 63
Piano, 76, 869.0, 1, 73
Bass, 31, 870.0, 1, 69
Drums, 36, 870.0, 1, 64
Drums, 44, 870.0, 1, 69
Drums, 44, 871.0, 1, 70
Bar~218@872, B, 4/4, A, 140
Bass, 42, 872.0, 1, 68
Drums, 36, 872.0, 1, 77
Drums, 44, 872.0, 1, 71
Drums, 44, 873.0, 1, 75
Bass, 42, 874.0, 1, 72
Drums, 36, 874.0, 1, 74
Drums, 44, 874.0, 1, 64
Piano, 62, 874.0, 1, 62
Piano, 66, 874.0, 1, 73
Piano, 69, 874.0, 1, 67
Piano, 74, 874.0, 1, 76
Drums, 44, 875.0, 1, 76
Bar~219@876, B, 4/4, A, 140
Bass, 41, 876.0, 1, 64
Drums, 36, 876.0, 1, 60
Drums, 44, 876.0, 1, 66
Piano, 50, 876.0, 1, 70
Piano, 53, 876.0, 1, 72
Piano, 57, 876.0, 1, 69
Piano, 62, 876.0, 1, 71
Drums, 44, 877.0, 1, 72
Bass, 29, 878.0, 1, 60
Drums, 36, 878.0, 1, 62
Drums, 44, 878.0, 1, 60
Drums, 44, 879.0, 1, 74
Bar~220@880, B, 4/4, A, 140
Bass, 33, 880.0, 1, 62
Drums, 36, 880.0, 1, 76
Drums, 44, 880.0, 1, 62
Piano, 57, 880.0, 1, 76
Piano, 60, 880.0, 1, 71
Piano, 64, 880.0, 1, 80
Piano, 69, 880.0, 1, 68
Drums, 44, 881.0, 1, 64
Piano, 48, 881.0, 1, 68
Piano, 52, 881.0, 1, 69
Piano, 57, 881.0, 1, 68
Piano, 64, 881.0, 1, 74
Piano, 69, 881.0, 1, 64
Piano, 76, 881.0, 1, 63
Bass, 33, 882.0, 1, 74
Drums, 36, 882.0, 1, 60
Drums, 44, 882.0, 1, 62
Drums, 44, 883.0, 1, 72
Bar~221@884, B, 4/4, A, 140
Bass, 35, 884.0, 1, 80
Drums, 36, 884.0, 1, 60
Drums, 44, 884.0, 1, 60
Drums, 44, 885.0, 1, 77
Bass, 28, 886.0, 1, 66
Drums, 36, 886.0, 1, 78
Drums, 44, 886.0, 1, 64
Drums, 44, 887.0, 1, 68
Bar~222@888, B, 4/4, A, 140
Bass, 40, 888.0, 1, 74
Drums, 36, 888.0, 1, 63
Drums, 44, 888.0, 1, 69
Piano, 48, 888.0, 1, 75
Piano, 52, 888.0, 1, 60
Piano, 57, 888.0, 1, 74
